ACCIDENT DATE,ACCIDENT TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2019-08-14T00:00:00.000,13:11,BROOKLYN,11213,40.6692200,-73.9387000,"{'type': 'Point', 'coordinates': [-73.9387, 40.66922]}",,,885       EASTERN PARKWAY               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4202320,Station Wagon/Sport Utility Vehicle,,,,
2019-08-21T00:00:00.000,16:20,,,40.6451030,-74.0103300,"{'type': 'Point', 'coordinates': [-74.01033, 40.645103]}",50 STREET                       ,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4192531,Sedan,Sedan,,,
2019-08-09T00:00:00.000,15:00,BROOKLYN,11206,40.7015900,-73.9487500,"{'type': 'Point', 'coordinates': [-73.94875, 40.70159]}",HARRISON AVENUE                 ,WALLABOUT STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4187349,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
2019-08-10T00:00:00.000,5:00,,,40.8429900,-73.8262500,"{'type': 'Point', 'coordinates': [-73.82625, 40.84299]}",BRUCKNER BOULEVARD              ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4195692,Sedan,,,,
2019-08-21T00:00:00.000,17:25,,,40.8441160,-73.8985700,"{'type': 'Point', 'coordinates': [-73.89857, 40.844116]}",BATHGATE AVENUE                 ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4192532,Sedan,Bike,,,
2019-08-20T00:00:00.000,1:12,BROOKLYN,11236,40.6338000,-73.8897000,"{'type': 'Point', 'coordinates': [-73.8897, 40.6338]}",ROCKAWAY PARKWAY                ,SEAVIEW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4191440,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-18T00:00:00.000,5:00,,,40.6882100,-73.9658300,"{'type': 'Point', 'coordinates': [-73.96583, 40.68821]}",WASHINGTON AVENUE               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4190158,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-14T00:00:00.000,17:50,BROOKLYN,11211,40.7176800,-73.9482400,"{'type': 'Point', 'coordinates': [-73.94824, 40.71768]}",,,336       MEEKER AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4188831,Box Truck,Box Truck,,,
2019-08-11T00:00:00.000,0:05,,,40.6665000,-73.9962000,"{'type': 'Point', 'coordinates': [-73.9962, 40.6665]}",GOWANUS EXPY (BQE)              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4187635,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-05T00:00:00.000,18:40,MANHATTAN,10022,40.7590600,-73.9726200,"{'type': 'Point', 'coordinates': [-73.97262, 40.75906]}",PARK AVENUE                     ,EAST 53 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4183640,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-29T00:00:00.000,7:20,BROOKLYN,11234,40.6262100,-73.9276660,"{'type': 'Point', 'coordinates': [-73.927666, 40.62621]}",UTICA AVENUE                    ,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,4198950,Bus,Station Wagon/Sport Utility Vehicle,,,
2019-08-13T00:00:00.000,22:00,,,40.6702960,-73.9976040,"{'type': 'Point', 'coordinates': [-73.997604, 40.670296]}",GOWANUS EXPY (BQE)              ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4188259,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-30T00:00:00.000,10:30,,,40.8513150,-73.9172800,"{'type': 'Point', 'coordinates': [-73.91728, 40.851315]}",MONTGOMERY AVENUE               ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4197425,Station Wagon/Sport Utility Vehicle,,,,
2019-08-11T00:00:00.000,17:34,QUEENS,11004,40.7427600,-73.7024300,"{'type': 'Point', 'coordinates': [-73.70243, 40.74276]}",268 STREET                      ,82 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4187658,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-05T00:00:00.000,13:00,BROOKLYN,11216,40.6800500,-73.9546600,"{'type': 'Point', 'coordinates': [-73.95466, 40.68005]}",,,23        BREVOORT PLACE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4186342,Sedan,,,,
2019-08-09T00:00:00.000,19:00,BROOKLYN,11207,40.6545000,-73.8822200,"{'type': 'Point', 'coordinates': [-73.88222, 40.6545]}",VAN SICLEN AVENUE               ,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4190412,Sedan,Sedan,,,
2019-08-05T00:00:00.000,13:16,BROOKLYN,11214,40.6046100,-73.9982600,"{'type': 'Point', 'coordinates': [-73.99826, 40.60461]}",86 STREET                       ,20 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,4183502,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-15T00:00:00.000,11:20,BRONX,10472,40.8263400,-73.8824700,"{'type': 'Point', 'coordinates': [-73.88247, 40.82634]}",,,1120      CLOSE AVENUE                  ,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4189543,Station Wagon/Sport Utility Vehicle,,,,
2019-08-30T00:00:00.000,20:20,BROOKLYN,11207,40.6839900,-73.8900400,"{'type': 'Point', 'coordinates': [-73.89004, 40.68399]}",,,355       HIGHLAND BOULEVARD            ,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,,,,4197613,Sedan,Sedan,,,
2019-08-21T00:00:00.000,9:25,QUEENS,11421,40.6883900,-73.8538600,"{'type': 'Point', 'coordinates': [-73.85386, 40.68839]}",,,91-29     89 STREET                     ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4192293,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-14T00:00:00.000,8:30,,,40.7345660,-73.7226900,"{'type': 'Point', 'coordinates': [-73.72269, 40.734566]}",CROSS ISLAND PARKWAY            ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4188505,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-03T00:00:00.000,6:30,,,40.7705540,-73.8355100,"{'type': 'Point', 'coordinates': [-73.83551, 40.770554]}",WHITESTONE EXPRESSWAY           ,ULMER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4181868,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-13T00:00:00.000,7:15,,,,,,BROOKVILLE BOULEVARD            ,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4188042,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2019-08-07T00:00:00.000,15:30,QUEENS,11368,40.7460750,-73.8640800,"{'type': 'Point', 'coordinates': [-73.86408, 40.746075]}",NATIONAL STREET                 ,44 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4185036,Sedan,,,,
2019-08-03T00:00:00.000,12:00,QUEENS,11417,40.6806870,-73.8445900,"{'type': 'Point', 'coordinates': [-73.84459, 40.680687]}",WOODHAVEN BOULEVARD             ,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4182034,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-22T00:00:00.000,15:30,BRONX,10458,40.8597450,-73.8958000,"{'type': 'Point', 'coordinates': [-73.8958, 40.859745]}",TIEBOUT AVENUE                  ,EAST 187 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4194019,Station Wagon/Sport Utility Vehicle,,,,
2019-08-28T00:00:00.000,10:45,MANHATTAN,10003,40.7292980,-73.9919000,"{'type': 'Point', 'coordinates': [-73.9919, 40.729298]}",,,439       LAFAYETTE STREET              ,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,,,,4196549,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,,
2019-08-14T00:00:00.000,17:20,,,,,,EAST FORDHAM ROAD               ,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,4189032,Station Wagon/Sport Utility Vehicle,,,,
2019-08-07T00:00:00.000,20:15,,,40.6127360,-74.0117200,"{'type': 'Point', 'coordinates': [-74.01172, 40.612736]}",86 STREET                       ,,,1,0,1,0,0,0,0,0,,,,,,4189277,Sedan,,,,
2019-08-23T00:00:00.000,8:58,MANHATTAN,10036,40.7561380,-73.9831800,"{'type': 'Point', 'coordinates': [-73.98318, 40.756138]}",AVENUE OF THE AMERICAS          ,WEST 44 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4193465,Sedan,Box Truck,,,
2019-08-09T00:00:00.000,23:30,BRONX,10467,40.8800800,-73.8626300,"{'type': 'Point', 'coordinates': [-73.86263, 40.88008]}",,,750       EAST 215 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4186743,Sedan,Sedan,,,
2019-08-19T00:00:00.000,17:00,BRONX,10467,40.8653600,-73.8704300,"{'type': 'Point', 'coordinates': [-73.87043, 40.86536]}",ALLERTON AVENUE                 ,BRONX PARK EAST,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4191567,Taxi,Sedan,,,
2019-08-19T00:00:00.000,8:55,BROOKLYN,11219,40.6246530,-73.9993300,"{'type': 'Point', 'coordinates': [-73.99933, 40.624653]}",65 STREET                       ,14 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4191135,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2019-08-05T00:00:00.000,22:00,QUEENS,11378,40.7181400,-73.9166500,"{'type': 'Point', 'coordinates': [-73.91665, 40.71814]}",,,52-02     GRAND AVENUE                  ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4183686,Station Wagon/Sport Utility Vehicle,,,,
2019-08-22T00:00:00.000,11:20,,,40.5861170,-73.9360400,"{'type': 'Point', 'coordinates': [-73.93604, 40.586117]}",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4193243,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2019-08-14T00:00:00.000,21:50,MANHATTAN,10019,40.7673500,-73.9843600,"{'type': 'Point', 'coordinates': [-73.98436, 40.76735]}",,,353       WEST 57 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4188842,Pick-up Truck,Sedan,,,
2019-08-05T00:00:00.000,23:18,,,40.5859760,-73.9879900,"{'type': 'Point', 'coordinates': [-73.98799, 40.585976]}",CROPSEY AVENUE                  ,BAY 49 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4188341,Station Wagon/Sport Utility Vehicle,E-Bik,,,
2019-08-03T00:00:00.000,14:18,QUEENS,11365,40.7397080,-73.7753000,"{'type': 'Point', 'coordinates': [-73.7753, 40.739708]}",199 STREET                      ,67 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4181964,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-06T00:00:00.000,17:30,,,40.7304340,-73.8755950,"{'type': 'Point', 'coordinates': [-73.875595, 40.730434]}",LONG ISLAND EXPRESSWAY          ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4185133,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-04T00:00:00.000,15:50,BROOKLYN,11249,40.7158280,-73.9648360,"{'type': 'Point', 'coordinates': [-73.964836, 40.715828]}",,,68        GRAND STREET                  ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4183709,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-14T00:00:00.000,13:45,,,40.6909260,-73.9206600,"{'type': 'Point', 'coordinates': [-73.92066, 40.690926]}",BUSHWICK AVENUE                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4188703,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-11-25T00:00:00.000,8:45,,,,,,TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4247212,Station Wagon/Sport Utility Vehicle,,,,
2019-08-29T00:00:00.000,16:05,BROOKLYN,11217,40.6826440,-73.9717500,"{'type': 'Point', 'coordinates': [-73.97175, 40.682644]}",ATLANTIC AVENUE                 ,CUMBERLAND STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4196712,Sedan,Van,,,
2019-08-07T00:00:00.000,20:00,MANHATTAN,10013,40.7225840,-74.0063600,"{'type': 'Point', 'coordinates': [-74.00636, 40.722584]}",CANAL STREET                    ,VARICK STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4184896,Flat Bed,Sedan,,,
2019-08-29T00:00:00.000,11:45,BROOKLYN,11215,40.6692600,-73.9812000,"{'type': 'Point', 'coordinates': [-73.9812, 40.66926]}",,,439       6 STREET                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4197073,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-10T00:00:00.000,13:36,QUEENS,11385,40.6931900,-73.8957500,"{'type': 'Point', 'coordinates': [-73.89575, 40.69319]}",CLOVER PLACE                    ,CYPRESS AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4186630,Sedan,,,,
2019-08-25T00:00:00.000,4:28,,,,,,MAIN STREET                     ,HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,4193952,Sedan,,,,
2019-08-23T00:00:00.000,8:40,BROOKLYN,11210,40.6245960,-73.9445000,"{'type': 'Point', 'coordinates': [-73.9445, 40.624596]}",AVENUE K                        ,EAST 32 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4193770,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-05T00:00:00.000,15:00,MANHATTAN,10011,40.7422520,-74.0007100,"{'type': 'Point', 'coordinates': [-74.00071, 40.742252]}",8 AVENUE                        ,WEST 18 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4188138,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-20T00:00:00.000,9:30,STATEN ISLAND,10307,40.5183140,-74.2396100,"{'type': 'Point', 'coordinates': [-74.23961, 40.518314]}",NASSAU PLACE                    ,AVERILL PLACE,,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,4191681,Station Wagon/Sport Utility Vehicle,,,,
2019-08-05T00:00:00.000,16:10,BROOKLYN,11213,40.6685000,-73.9367100,"{'type': 'Point', 'coordinates': [-73.93671, 40.6685]}",,,299       TROY AVENUE                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4183380,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-29T00:00:00.000,19:30,BROOKLYN,11226,40.6502720,-73.9595950,"{'type': 'Point', 'coordinates': [-73.959595, 40.650272]}",,,2123      CHURCH AVENUE                 ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4196777,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-04T00:00:00.000,1:00,,,40.6160800,-74.1528700,"{'type': 'Point', 'coordinates': [-74.15287, 40.61608]}",MARTIN LUTHER KING JR           ,,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,4183270,Sedan,,,,
2019-08-22T00:00:00.000,0:00,QUEENS,11432,40.7130000,-73.7823700,"{'type': 'Point', 'coordinates': [-73.78237, 40.713]}",MIDLAND PARKWAY                 ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4192772,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-02T00:00:00.000,19:20,MANHATTAN,10010,40.7438240,-73.9879150,"{'type': 'Point', 'coordinates': [-73.987915, 40.743824]}",,,225       5 AVENUE                      ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4184529,Taxi,Station Wagon/Sport Utility Vehicle,,,
2019-08-02T00:00:00.000,10:00,BRONX,10451,40.8176800,-73.9297500,"{'type': 'Point', 'coordinates': [-73.92975, 40.81768]}",GERARD AVENUE                   ,EAST 146 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4182418,Station Wagon/Sport Utility Vehicle,,,,
2019-08-19T00:00:00.000,12:00,QUEENS,11369,40.7641260,-73.8819400,"{'type': 'Point', 'coordinates': [-73.88194, 40.764126]}",,,87-16     ASTORIA BOULEVARD             ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4191188,Ambulance,Tanker,,,
2019-08-16T00:00:00.000,10:16,MANHATTAN,10004,,,,,,30        WEST ST                       ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4189892,Sedan,Sedan,,,
2019-08-12T00:00:00.000,12:00,,,40.6182330,-73.9948400,"{'type': 'Point', 'coordinates': [-73.99484, 40.618233]}",BAY RIDGE AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4187613,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-21T00:00:00.000,21:40,,,40.6379500,-74.1447900,"{'type': 'Point', 'coordinates': [-74.14479, 40.63795]}",RICHMOND TERRACE                ,MORNINGSTAR ROAD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4192927,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-23T00:00:00.000,13:20,BRONX,10473,40.8208540,-73.8706050,"{'type': 'Point', 'coordinates': [-73.870605, 40.820854]}",,,810       METCALF AVENUE                ,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4193604,Sedan,Sedan,,,
2019-08-07T00:00:00.000,14:30,BRONX,10456,40.8282240,-73.9086150,"{'type': 'Point', 'coordinates': [-73.908615, 40.828224]}",WASHINGTON AVENUE               ,EAST 166 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4185076,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-16T00:00:00.000,0:22,MANHATTAN,10023,40.7697400,-73.9821240,"{'type': 'Point', 'coordinates': [-73.982124, 40.76974]}",BROADWAY                        ,WEST 61 STREET,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,4189926,Sedan,Sedan,,,
2019-08-24T00:00:00.000,23:20,STATEN ISLAND,10307,40.5120280,-74.2497600,"{'type': 'Point', 'coordinates': [-74.24976, 40.512028]}",,,116       MAIN STREET                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4194857,Bus,Sedan,,,
2019-08-15T00:00:00.000,0:30,BROOKLYN,11234,40.6152600,-73.9048400,"{'type': 'Point', 'coordinates': [-73.90484, 40.61526]}",,,2313      EAST 69 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4190936,Sedan,Sedan,,,
2019-08-07T00:00:00.000,18:00,QUEENS,11418,40.7087100,-73.8364900,"{'type': 'Point', 'coordinates': [-73.83649, 40.70871]}",,,117-02    PARK LANE SOUTH               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4186306,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-07T00:00:00.000,18:40,,,40.7922440,-73.9441900,"{'type': 'Point', 'coordinates': [-73.94419, 40.792244]}",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4184890,Sedan,Sedan,,,
2019-08-28T00:00:00.000,12:28,,,40.7642670,-73.7229460,"{'type': 'Point', 'coordinates': [-73.722946, 40.764267]}",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4196114,Sedan,Tractor Truck Diesel,,,
2019-08-31T00:00:00.000,21:24,,,40.8812640,-73.8387500,"{'type': 'Point', 'coordinates': [-73.83875, 40.881264]}",BAYCHESTER AVENUE               ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4201964,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-27T00:00:00.000,17:00,,,40.6672360,-73.7700040,"{'type': 'Point', 'coordinates': [-73.770004, 40.667236]}",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4196739,Sedan,Sedan,,,
2019-08-28T00:00:00.000,18:05,BROOKLYN,11221,40.6979200,-73.9267400,"{'type': 'Point', 'coordinates': [-73.92674, 40.69792]}",,,1264      MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4196363,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
2019-08-25T00:00:00.000,11:47,,,,,,VERRAZANO BRIDGE UPPER          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4195562,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
2019-08-22T00:00:00.000,0:35,BROOKLYN,11220,40.6369820,-74.0044250,"{'type': 'Point', 'coordinates': [-74.004425, 40.636982]}",9 AVENUE                        ,55 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4193303,Sedan,Sedan,,,
2019-08-19T00:00:00.000,17:45,,,40.6083760,-74.0090900,"{'type': 'Point', 'coordinates': [-74.00909, 40.608376]}",16 AVENUE                       ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4191296,Sedan,Sedan,,,
2019-08-05T00:00:00.000,8:17,,,40.7428400,-74.0002800,"{'type': 'Point', 'coordinates': [-74.00028, 40.74284]}",8 AVENUE                        ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4183215,Box Truck,Station Wagon/Sport Utility Vehicle,,,
2019-08-20T00:00:00.000,18:08,,,40.8478970,-73.9452300,"{'type': 'Point', 'coordinates': [-73.94523, 40.847897]}",HENRY HUDSON PARKWAY RAMP       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Reaction to Uninvolved Vehicle,,,,4192608,Sedan,Sedan,,,
2019-08-21T00:00:00.000,19:00,BROOKLYN,11215,40.6654660,-73.9855960,"{'type': 'Point', 'coordinates': [-73.985596, 40.665466]}",,,331       13 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4192566,Sedan,Sedan,,,
2019-08-21T00:00:00.000,6:28,BROOKLYN,11224,40.5801470,-73.9693000,"{'type': 'Point', 'coordinates': [-73.9693, 40.580147]}",,,425       NEPTUNE AVENUE                ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4192243,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan
2019-08-05T00:00:00.000,2:10,BROOKLYN,11208,40.6647000,-73.8714900,"{'type': 'Point', 'coordinates': [-73.87149, 40.6647]}",STANLEY AVENUE                  ,LOGAN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4183166,Sedan,,,,
2019-08-12T00:00:00.000,12:15,MANHATTAN,10027,40.8137550,-73.9530940,"{'type': 'Point', 'coordinates': [-73.953094, 40.813755]}",,,25        CONVENT AVENUE                ,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,,,,4192914,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2019-08-04T00:00:00.000,14:50,QUEENS,11694,40.5839200,-73.8309300,"{'type': 'Point', 'coordinates': [-73.83093, 40.58392]}",BEACH 108 STREET                ,BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4182479,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-08-29T00:00:00.000,17:03,STATEN ISLAND,10314,40.6114270,-74.1168440,"{'type': 'Point', 'coordinates': [-74.116844, 40.611427]}",SLOSSON AVENUE                  ,REON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4196973,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-28T00:00:00.000,21:30,BROOKLYN,11226,40.6388470,-73.9483100,"{'type': 'Point', 'coordinates': [-73.94831, 40.638847]}",,,1924      NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4198019,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-21T00:00:00.000,0:00,,,40.7593080,-73.9653000,"{'type': 'Point', 'coordinates': [-73.9653, 40.759308]}",EAST 57 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4193829,Sedan,Sedan,,,
2019-08-28T00:00:00.000,10:30,BROOKLYN,11221,40.6870650,-73.9433000,"{'type': 'Point', 'coordinates': [-73.9433, 40.687065]}",,,587       GATES AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,4203135,Station Wagon/Sport Utility Vehicle,,,,
2019-08-18T00:00:00.000,16:50,QUEENS,11432,40.7096940,-73.7935200,"{'type': 'Point', 'coordinates': [-73.79352, 40.709694]}",168 PLACE                       ,88 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4191020,Station Wagon/Sport Utility Vehicle,Bike,,,
2019-08-25T00:00:00.000,18:55,BRONX,10458,40.8693500,-73.8836800,"{'type': 'Point', 'coordinates': [-73.88368, 40.86935]}",,,2975      MARION AVENUE                 ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4194936,Station Wagon/Sport Utility Vehicle,,,,
2019-08-24T00:00:00.000,12:15,MANHATTAN,10011,40.7426530,-73.9980550,"{'type': 'Point', 'coordinates': [-73.998055, 40.742653]}",,,230       WEST 20 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4223394,Station Wagon/Sport Utility Vehicle,Sedan,,,
2019-08-19T00:00:00.000,11:35,,,40.6643330,-73.7911900,"{'type': 'Point', 'coordinates': [-73.79119, 40.664333]}",NASSAU EXPRESSWAY               ,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,,,,4191305,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
